"RecID","SpeciesStock","Species","ScieName","SpeciesGrp","YearC","Decade","Lustrum","PartyStatus","PartyName","Flag","FleetGear","Fleet","Stock","SampAreaCode","Area","FishZoneCode","SpcGearGrp","GearGrp","GearCode","CatchTypeCode","QualInfoCode","CnvFactor","Qty_t","yearTACimp","scaled_tacr","tacr","tacever","tac_any","totalFleetCatch","propStock","diff","Qtydiff"
73030,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","MED","BIL95","MEDI","HSEA","Longline","LL","LL","C","RPT2",1,12.856,Inf,NA,0,0,0,15587.98,0.0008247381,0.0001581317,3.389
73031,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1977,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","MED","BIL95","MEDI","HSEA","Longline","LL","LL","C","RPT2",1,4.572,Inf,NA,0,0,0,12851.27,0.0003557624,-0.0004689757,-8.284
73032,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1981,1980,1980,"CP","JAPAN","Japan","JPN.LL","JPN","MED","BIL95","MEDI","HSEA","Longline","LL","LL","C","RPT2",1,1.022,Inf,NA,0,0,0,16345.91,6.252329e-05,-0.0002932392,-3.55
73033,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1966,1960,1965,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATW","YF40","WTRO","UNKN","Longline","LL","LL","C","RPT2",1,4.431,Inf,NA,0,0,0,729.98,0.006070029,-0.2190659,-265.869
73034,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1966,1960,1965,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATE","unkn","ETRO","UNKN","Longline","LL","LL","C","RPT2",1,293.021,Inf,NA,0,0,0,729.98,0.4014096,0.1492874,-9.679
73035,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1967,1960,1965,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATW","YF40","WTRO","UNKN","Longline","LL","LL","C","RPT2",1,67.134,Inf,NA,0,0,0,1226.632,0.05473035,0.04866032,62.703
73036,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1967,1960,1965,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATE","unkn","ETRO","UNKN","Longline","LL","LL","C","RPT2",1,364.699,Inf,NA,0,0,0,1226.632,0.2973174,-0.1040923,71.678
73043,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1999,1990,1995,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","unkn","SOUT","UNKN","Longline","LL","LL","C","RPT2",1,3.1,Inf,NA,0,0,1,199.8,0.01551552,0.01243666,2.6
73044,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",1999,1990,1995,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATS","unkn","SOUT","COMB","Longline","LL","LL","L","RPT2",1,4.7,1998,1,1,1,1,199.8,0.02352352,-0.1340236,-89.3
73045,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",2001,2000,2000,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","unkn","NORT","UNKN","Longline","LL","LL","C","RPT2",1,0.198,Inf,NA,0,0,1,162.398,0.001219227,-0.01429629,-2.902
73046,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",2003,2000,2000,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATE","unkn","NE","UNKN","Longline","LL","LL","C","RPT2",1,0.081,1999,4,1,1,1,252.206,0.000321166,-0.001354867,-0.919
73047,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",2003,2000,2000,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","BIL97","SE","UNKN","Longline","LL","LL","C","RPT2",1,0.125,Inf,NA,0,0,1,252.206,0.0004956266,-0.0007236002,-0.073
73048,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",2004,2000,2000,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATE","unkn","NE","UNKN","Longline","LL","LL","C","RPT2",1,3.151,1999,5,1,1,1,1099.651,0.002865455,0.002544289,3.07
73049,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",2004,2000,2000,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","BIL97","SE","UNKN","Longline","LL","LL","C","RPT2",1,0.5,Inf,NA,0,0,1,1099.651,0.0004546897,-4.093688e-05,0.375
73050,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",2005,2000,2005,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","unkn","NORT","UNKN","Longline","LL","LL","C","RPT2",1,2.682,Inf,NA,0,0,1,848.485,0.003160928,0.002706238,2.182
73051,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",2005,2000,2005,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","BIL97","SE","UNKN","Longline","LL","LL","C","RPT2",1,3.803,Inf,NA,0,0,1,848.485,0.004482106,0.001321178,1.121
73052,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",2006,2000,2005,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","unkn","NORT","UNKN","Longline","LL","LL","C","RPT2",1,13.884,Inf,NA,0,0,1,596.647,0.02327004,0.01878793,10.081
73053,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",2006,2000,2005,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","BIL97","SE","UNKN","Longline","LL","LL","C","RPT2",1,18.763,Inf,NA,0,0,1,596.647,0.03144741,0.008177365,4.879
73054,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",2007,2000,2005,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","unkn","NORT","UNKN","Longline","LL","LL","C","RPT2",1,30.27,Inf,NA,0,0,1,1200.608,0.02521223,-0.006235179,11.507
73055,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",2007,2000,2005,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","BIL97","SE","UNKN","Longline","LL","LL","C","RPT2",1,33.346,Inf,NA,0,0,1,1200.608,0.02777426,0.002562035,3.076
73073,"ALB.MED","ALB","Thunnus alalunga","1-Tuna (major sp.)",1991,1990,1990,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","AL35","MEDI","UNKN","Longline","LL","LLHB","C","RPT2",1,1.09,Inf,NA,0,0,0,1410.09,0.0007730003,-8.554356e-05,-1.392
73074,"ALB.MED","ALB","Thunnus alalunga","1-Tuna (major sp.)",1993,1990,1990,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","AL35","MEDI","UNKN","Longline","LL","LLHB","C","RPT2",1,7.728,Inf,NA,0,0,0,1487.728,0.005194498,0.004421498,6.638
73076,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1986,1980,1985,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANARY.BB","EU.ESP-ES-CANARY","ATN","BIL94B","CANA","UNKN","Other surf.","BB","BB","C","RPT2",1,0.4,1997,-11,0,1,0,4231.4,9.453136e-05,-0.000188515,0.02
73077,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1999,1990,1995,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANARY.BB","EU.ESP-ES-CANARY","ATN","BIL94B","CANA","UNKN","Other surf.","BB","BB","C","RPT2",1,3.1,1997,2,1,1,1,4717.1,0.0006571834,0.0005626521,2.7
73078,"ALB.MED","ALB","Thunnus alalunga","1-Tuna (major sp.)",1996,1990,1995,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","AL35","MEDI","UNKN","Longline","LL","LLHB","C","RPT2",1,25.369,Inf,NA,0,0,0,1480.949,0.01713023,0.01193573,17.641
73101,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1996,1990,1995,"CP","MEXICO","Mexico","MEX.LL","MEX","ATW","BF60","GOFM","UNKN","Longline","LL","LL","C","RPT2",1,18.6,1982,14,1,1,1,17861.92,0.001041321,0.0003158083,11.5
73104,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1996,1990,1995,"CP","MEXICO","Mexico","MEX.LL","MEX","ATN","BIL91","GOFM","EEZ","Longline","LL","LL","C","RPT2",1,21.6,1997,-1,0,1,1,17861.92,0.001209276,0.001198649,21.496
73160,"POR.ANE","POR","Lamna nasus","4-Sharks (major)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ANE","BIL94C","NWC","UNKN","Longline","LL","LLSWO","C","RPT1",1,37.21,Inf,NA,0,0,1,11947.91,0.003114353,0.002504527,28.356
73161,"POR.ANE","POR","Lamna nasus","4-Sharks (major)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ANE","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,3.901,Inf,NA,0,0,1,11947.91,0.0003265007,-0.002787853,-33.309
73163,"POR.ASW","POR","Lamna nasus","4-Sharks (major)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ASW","BIL96","SW","UNKN","Longline","LL","LLSWO","C","RPT1",1,3.322,Inf,NA,0,0,1,11947.91,0.0002780404,9.710378e-05,0.695
73165,"POR.ANE","POR","Lamna nasus","4-Sharks (major)",2007,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ANE","BIL94C","NWC","UNKN","Longline","LL","LLSWO","C","RPT1",1,1.965,Inf,NA,0,0,1,14059.51,0.000139763,-0.0001867377,-1.936
73166,"POR.ANE","POR","Lamna nasus","4-Sharks (major)",2007,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ANE","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,6.028,Inf,NA,0,0,1,14059.51,0.0004287489,0.0002889859,4.063
73168,"POR.ASW","POR","Lamna nasus","4-Sharks (major)",2007,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ASW","BIL96","SW","UNKN","Longline","LL","LLSWO","C","RPT1",1,4.752,Inf,NA,0,0,1,14059.51,0.0003379918,5.99515e-05,1.43
73181,"ALB.MED","ALB","Thunnus alalunga","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.Italy","EU.ITA.UN","EU.ITA","MED","AL35","MEDI","UNKN","Other surf.","UN","UNCL","C","RPT1",1,0.32139,Inf,NA,0,0,0,879.7173,0.0003653333,-0.6336955,-3253.679
73184,"BON.MED","BON","Sarda sarda","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.Italy","EU.ITA.UN","EU.ITA","MED","BIL95","MEDI","UNKN","All gears","UN","UNCL","C","RPT1",1,740.4946,Inf,NA,0,0,0,879.7173,0.8417416,0.291459,-73.50541
73195,"BLT.A+M","BLT","Auxis rochei","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.Italy","EU.ITA.UN","EU.ITA","A+M","BIL95","MEDI","UNKN","All gears","UN","UNCL","C","RPT1",1,73.65838,Inf,NA,0,0,0,879.7173,0.0837296,NA,NA
73198,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.Italy","EU.ITA.UN","EU.ITA","MED","BIL95","MEDI","UNKN","All gears","UN","UNCL","C","RPT1",1,65.24292,Inf,NA,0,0,0,879.7173,0.07416351,0.06334714,49.24292
73217,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","YF02","MDRA","UNKN","Bait boat","BB","BB","C","RPT1",1,0.612,Inf,NA,0,0,0,913.265,0.0006701231,-0.005789963,-2.782
73218,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","A+M","BIL94B","MDRA","UNKN","Other surf.","BB","BB","C","RPT1",1,0.098,Inf,NA,0,0,0,913.265,0.0001073073,-0.0006555495,-0.902
73219,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","RPT1",1,912.206,Inf,NA,0,0,0,913.265,0.9988404,0.005561274,390.357
73222,"WAH.A+M","WAH","Acanthocybium solandri","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","A+M","BIL94B","MDRA","UNKN","All gears","BB","BB","C","RPT1",1,0.349,Inf,NA,0,0,0,913.265,0.0003821454,0.0001213817,0.212
73242,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATE","BF57","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,6.006,1999,9,1,1,1,11947.91,0.0005026822,0.0003628032,4.03937
73243,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATE","BF58","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,3.563,1999,9,1,1,1,11947.91,0.0002982113,-0.000204471,-2.443
73248,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANT_BFT.BB","EU.ESP-ES-CANT_BFT","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","RPT1",1,1433.652,1999,9,1,1,1,1433.652,1,0,-138.4579
73253,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANARY.BB","EU.ESP-ES-CANARY","ATE","BF58","CANA","UNKN","Bait boat","BB","BB","C","RPT1",1,8.59,1999,9,1,1,1,3946.545,0.002176587,-0.08207757,-104.5243
73257,"BFT.MED","BFT","Thunnus thynnus","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BF59","MEDI","UNKN","Longline","LL","LLHB","C","RPT1",1,8.225,Inf,NA,0,0,0,3109.177,0.002645395,-0.1310505,-378.2821
73258,"BFT.MED","BFT","Thunnus thynnus","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BF59","MEDI","UNKN","Longline","LL","LLJAP","C","RPT1",1,510.722,Inf,NA,0,0,0,3109.177,0.1642628,0.1616174,502.497
73259,"BFT.MED","BFT","Thunnus thynnus","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BF59","MEDI","UNKN","Longline","LL","LLALB","C","RPT1",1,285.51,Inf,NA,0,0,0,3109.177,0.09182816,-0.0724346,-225.212
73269,"ALB.MED","ALB","Thunnus alalunga","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","AL35","MEDI","UNKN","Longline","LL","LLALB","C","RPT1",1,205.389,Inf,NA,0,0,0,3109.177,0.06605896,0.04892873,180.02
73270,"ALB.MED","ALB","Thunnus alalunga","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","AL35","MEDI","UNKN","Longline","LL","LLHB","C","RPT1",1,1.989,Inf,NA,0,0,0,3109.177,0.0006397191,-0.06541924,-203.4
73271,"ALB.MED","ALB","Thunnus alalunga","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","AL35","MEDI","UNKN","Longline","LL","LLJAP","C","RPT1",1,0.215,Inf,NA,0,0,0,3109.177,6.915013e-05,-0.000570569,-1.774
73284,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94A","NW","UNKN","Longline","LL","LLSWO","L","RPT1",1,33.309,1997,11,1,1,1,11947.91,0.002787853,-0.1178028,-1662.136
73285,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94C","NWC","UNKN","Longline","LL","LLSWO","C","RPT1",1,2970.244,1997,11,1,1,1,11947.91,0.2485995,0.2458117,2936.935
73287,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,1361.976,1997,11,1,1,1,11947.91,0.1139929,-0.1346067,-1608.268
73288,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANARY.BB","EU.ESP-ES-CANARY","ATN","BIL94B","CANA","UNKN","Other surf.","BB","BB","C","RPT1",1,0.167,1997,11,1,1,1,3946.545,4.231549e-05,-0.0006148679,-2.933
73291,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATS","BIL96","SW","UNKN","Longline","LL","LLSWO","C","RPT1",1,2691.66,1998,10,1,1,1,11947.91,0.225283,0.05765518,334.895
73292,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATS","BIL97","SE","UNKN","Longline","LL","LLSWO","C","RPT1",1,1380.937,1998,10,1,1,1,11947.91,0.1155798,-0.1097032,-1310.723
73294,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLSWO","C","RPT1",1,1722.585,Inf,NA,0,0,0,3109.177,0.5540325,0.4364836,1382.758
73295,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLJAP","C","RPT1",1,15.75,Inf,NA,0,0,0,3109.177,0.005065649,-0.5489668,-1706.835
73296,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLALB","C","RPT1",1,98.096,Inf,NA,0,0,0,3109.177,0.03155047,0.02648482,82.346
73297,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLPB","C","RPT1",1,226.371,Inf,NA,0,0,0,3109.177,0.07280737,0.0412569,128.275
73299,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","Other surf.","TP","TRAP","C","RPT1",1,2.262,Inf,NA,0,0,0,256.121,0.008831763,0.00566393,1.699
73300,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.UN","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Other surf.","UN","UNCL","C","RPT1",1,29.626,Inf,NA,0,0,0,3822.843,0.00774973,-0.005365609,-18.28015
73314,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-ETRO.PS","EU.ESP-ES-ETRO","ATE","unkn","ETRO","UNKN","Purse seine","PS","PS","C","RPT1",1,23287,Inf,NA,0,0,0,54880.14,0.4243247,0.05572552,10521
73320,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANARY.BB","EU.ESP-ES-CANARY","ATE","YF02","CANA","UNKN","Bait boat","BB","BB","C","RPT1",1,341.085,Inf,NA,0,0,1,3946.545,0.08642623,-0.06183048,142.045
73323,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-ETRO.PS","EU.ESP-ES-ETRO","ATE","SJ03","ETRO","UNKN","Purse seine","PS","PS","L","RPT1",1,26760,Inf,NA,0,0,0,54880.14,0.4876081,-0.0116726,9468
73329,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANARY.BB","EU.ESP-ES-CANARY","ATE","SJ01","CANA","UNKN","Bait boat","BB","BB","C","RPT1",1,3544.369,Inf,NA,0,0,1,3946.545,0.8980942,0.1845462,2586.405
73334,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.UN","EU.ESP-ES-MEDI","ATE","SJ20","MEDI","UNKN","Other surf.","UN","SURF","C","RPT1",1,6.718,Inf,NA,0,0,0,3822.843,0.001757331,-0.004417312,-15.836
73335,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","ATE","SJ20","MEDI","UNKN","Longline","LL","LLALB","C","RPT1",1,5.567,Inf,NA,0,0,0,3109.177,0.001790506,0.0004061818,1.565
73337,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","ATE","SJ20","MEDI","UNKN","Longline","LL","LLHB","L","RPT1",1,0.019,Inf,NA,0,0,0,3109.177,6.110942e-06,-0.001784395,-5.548
73346,"LTA.ATL","LTA","Euthynnus alletteratus","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","RPT1",1,4.719,Inf,NA,0,0,1,1206.974,0.003909778,-0.01011833,-11.304
73348,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.UN","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","All gears","UN","SURF","C","RPT1",1,68.39,Inf,NA,0,0,0,3822.843,0.01788983,-0.008285995,-27.22193
73349,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","All gears","LL","LLHB","C","RPT1",1,17.18,Inf,NA,0,0,0,3109.177,0.005525578,-0.0140248,-39.339
73350,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","RPT1",1,124.613,Inf,NA,0,0,0,256.121,0.4865396,0.2034152,74.295
73351,"BON.MED","BON","Sarda sarda","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.UN","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","All gears","UN","SURF","C","RPT1",1,452.797,Inf,NA,0,0,0,3822.843,0.1184451,-0.02063681,-55.22483
73352,"BON.MED","BON","Sarda sarda","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","RPT1",1,5.64,Inf,NA,0,0,0,256.121,0.02202084,-0.1052158,-16.973
73355,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANARY.BB","EU.ESP-ES-CANARY","ATL","BIL94B","CANA","UNKN","All gears","BB","BB","C","RPT1",1,12.827,Inf,NA,0,0,1,3946.545,0.003250185,-0.002258046,5.432
73356,"FRI.ATL","FRI","Auxis thazard","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-ETRO.PS","EU.ESP-ES-ETRO","ATL","unkn","ETRO","UNKN","All gears","PS","PS","C","RPT1",1,552,Inf,NA,0,0,0,54880.14,0.01005828,0.002493424,290
73362,"FRI.ATL","FRI","Auxis thazard","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANARY.BB","EU.ESP-ES-CANARY","ATL","BIL94B","CANA","UNKN","All gears","BB","BB","C","RPT1",1,1.584,Inf,NA,0,0,1,3946.545,0.0004013637,0.0003897288,1.544
73365,"FRI.ATL","FRI","Auxis thazard","2-Tuna (small)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","RPT1",1,8,Inf,NA,0,0,1,1206.974,0.006628146,0.004260445,4.8
73380,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",2008,2000,2005,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","A+M","BIL94C","NWC","UNKN","Longline","LL","LLSWO","C","RPT1",1,15.154,Inf,NA,0,0,1,11947.91,0.001268339,0.0006134802,5.947
